# freq_Hz,PSD_Pa2_Hz
4.157142857140730285e+01,9.209525221053958376e+03
4.164285714283583673e+01,2.377487087873107157e+04
4.171428571426437060e+01,1.395440309146648360e+04
4.178571428569290447e+01,1.401728374607323894e+04
4.185714285712144545e+01,8.899094374764896202e+03
4.192857142854997932e+01,1.412335335867812864e+04
4.199999999997851319e+01,1.580749264449683687e+04
4.207142857140704706e+01,1.094055902009956117e+04
4.214285714283558093e+01,1.500447321550067318e+04
4.221428571426411480e+01,1.598210202295471390e+04
4.228571428569264867e+01,6.094686319104405811e+03
4.235714285712118965e+01,1.482203928349396847e+04
4.242857142854972352e+01,9.795986296151097122e+03
4.249999999997825739e+01,2.666167880487054936e+04
4.257142857140679126e+01,1.301228208011196512e+04
4.264285714283532513e+01,1.998095401375707661e+04
4.271428571426385901e+01,1.043252803961801146e+04
4.278571428569239288e+01,2.344596457998947153e+04
4.285714285712093385e+01,2.175389253140616347e+04
4.292857142854946773e+01,5.383899261699718409e+03
4.299999999997800160e+01,1.542459598971583182e+04
4.307142857140653547e+01,8.988500378662585717e+03
4.314285714283506934e+01,1.736888766524566017e+04
4.321428571426360321e+01,3.042468038820356378e+04
4.328571428569213708e+01,1.716612920274694625e+04
4.335714285712067806e+01,2.064588236266344029e+04
4.342857142854921193e+01,1.503344724411553216e+04
4.349999999997774580e+01,4.795244906451755924e+03
4.357142857140627967e+01,1.094579026371534201e+04
4.364285714283481354e+01,2.014978464926483139e+04
4.371428571426334742e+01,1.895411954419001268e+04
4.378571428569188129e+01,1.221593575254334610e+04
4.385714285712042226e+01,1.805457638801825306e+04
4.392857142854895613e+01,1.096016954444664043e+04
4.399999999997749001e+01,6.207173763999036964e+03
4.407142857140602388e+01,2.841109459758083176e+03
4.414285714283455775e+01,1.037017287159378611e+04
4.421428571426309162e+01,1.488427116786436090e+04
4.428571428569162549e+01,7.124102466245773030e+03
4.435714285712016647e+01,1.966502907460929055e+04
4.442857142854870034e+01,1.134986733468897910e+04
4.449999999997723421e+01,1.925374379093219250e+04
4.457142857140576808e+01,1.251826837193673782e+04
4.464285714283430195e+01,1.720513476941472982e+04
4.471428571426283582e+01,8.543417948408221491e+03
4.478571428569136970e+01,1.427357594949321538e+04
4.485714285711991067e+01,7.753044460788926699e+03
4.492857142854844454e+01,1.501986086824254016e+04
4.499999999997697842e+01,2.645459836295548303e+04
4.507142857140551229e+01,1.152456048389010357e+04
4.514285714283404616e+01,1.642403360425508436e+04
4.521428571426258003e+01,1.639358427415721235e+04
4.528571428569111390e+01,3.961034516833303769e+03
4.535714285711965488e+01,4.957377627399166158e+03
4.542857142854818875e+01,1.457532629241530412e+04
4.549999999997672262e+01,2.046145832987514223e+04
4.557142857140525649e+01,1.033231817108536598e+04
4.564285714283379036e+01,1.228608679448770272e+04
4.571428571426232423e+01,7.567040495723462300e+03
4.578571428569085811e+01,9.250589164535522286e+03
4.585714285711939908e+01,6.764755738113800362e+03
4.592857142854793295e+01,2.186246368606999022e+04
4.599999999997646682e+01,1.100865840146536721e+04
4.607142857140500070e+01,7.403113936570169244e+03
4.614285714283353457e+01,1.997128741798355622e+04
4.621428571426206844e+01,8.424997061137637502e+03
4.628571428569060231e+01,4.298243760295416723e+04
4.635714285711914329e+01,1.244331234316636983e+04
4.642857142854767716e+01,2.016639397962753719e+04
4.649999999997621103e+01,3.474728714637835765e+03
4.657142857140474490e+01,1.187721622374382059e+04
4.664285714283327877e+01,4.864076523682178959e+03
4.671428571426181264e+01,1.082764692038220710e+04
4.678571428569034651e+01,8.052993199729967273e+03
4.685714285711888749e+01,6.828076769046605477e+03
4.692857142854742136e+01,8.398950972000555339e+03
4.699999999997595523e+01,1.171136565396399419e+04
4.707142857140448911e+01,1.670961700087575082e+04
4.714285714283302298e+01,1.224511732992952420e+04
4.721428571426155685e+01,1.007039730926087213e+04
4.728571428569009072e+01,1.319398088460859799e+04
4.735714285711863170e+01,1.444308395299466065e+04
4.742857142854716557e+01,1.125244358176469723e+04
4.749999999997569944e+01,2.995462974566444245e+03
4.757142857140423331e+01,2.288853973071661676e+04
4.764285714283276718e+01,8.711126355914129817e+03
4.771428571426130105e+01,1.256790121926436223e+04
4.778571428568983492e+01,5.176183503737828687e+03
4.785714285711837590e+01,2.198612022027506828e+04
4.792857142854690977e+01,8.800091681356156187e+03
4.799999999997544364e+01,9.790846003666592878e+03
4.807142857140397751e+01,8.919489345191816028e+03
4.814285714283251139e+01,1.017263500854378253e+04
4.821428571426104526e+01,2.409999563776481227e+04
4.828571428568957913e+01,6.763325490347914638e+03
4.835714285711812011e+01,1.282210092243590771e+04
4.842857142854665398e+01,4.074170946533972710e+03
4.849999999997518785e+01,1.053541083971668195e+04
4.857142857140372172e+01,8.024666591981042984e+03
4.864285714283225559e+01,1.636767225097487426e+04
4.871428571426078946e+01,1.432600128872257665e+04
4.878571428568932333e+01,2.379534281304039905e+04
4.885714285711786431e+01,1.107856737830475322e+04
4.892857142854639818e+01,1.336593358111969246e+04
4.899999999997493205e+01,9.197499602396490445e+03
4.907142857140346592e+01,6.392685784310951021e+03
4.914285714283199979e+01,6.998517471424359428e+03
4.921428571426053367e+01,1.638619168447741686e+04
4.928571428568906754e+01,1.798555338347017459e+04
4.935714285711760851e+01,1.828483955051119847e+04
4.942857142854614239e+01,1.492387851870929080e+04
4.949999999997467626e+01,1.266715356395203708e+04
4.957142857140321013e+01,1.384643938901223555e+04
4.964285714283174400e+01,9.251057357447880349e+03
4.971428571426027787e+01,2.859371209519822514e+03
4.978571428568881174e+01,1.021673698149275151e+04
4.985714285711735272e+01,2.618973095233870481e+03
4.992857142854588659e+01,1.851898257508529787e+04
4.999999999997442046e+01,1.507474961406713919e+04
5.007142857140295433e+01,3.059789375898572325e+04
5.014285714283148820e+01,1.018409320824496353e+04
5.021428571426002208e+01,1.052874569844567850e+04
5.028571428568855595e+01,7.037068180105883584e+03
5.035714285711709692e+01,7.133533744785241652e+03
5.042857142854563079e+01,1.667958966885279733e+04
5.049999999997416467e+01,1.200189606480939437e+04
5.057142857140269854e+01,6.894045781660292050e+03
5.064285714283123241e+01,7.083587141233685543e+03
5.071428571425976628e+01,6.965092711409074582e+03
5.078571428568830015e+01,1.047301843375265526e+04
5.085714285711684113e+01,1.091171260617521511e+04
5.092857142854537500e+01,1.222229639559655334e+04
5.099999999997390887e+01,1.463117615872186252e+04
5.107142857140244274e+01,1.886747883439585348e+04
5.114285714283097661e+01,1.592341621740205483e+04
5.121428571425951048e+01,7.264700413426585328e+03
5.128571428568804436e+01,4.796490576730498105e+03
5.135714285711658533e+01,9.561360231688784552e+03
5.142857142854511920e+01,1.245819968025969683e+04
5.149999999997365308e+01,7.280351013963351761e+03
5.157142857140218695e+01,8.962392289044715653e+03
5.164285714283072082e+01,1.524119850121995478e+04
5.171428571425925469e+01,4.236753693096899951e+03
5.178571428568778856e+01,1.461212249250643072e+04
5.185714285711632954e+01,1.697002202670402767e+04
5.192857142854486341e+01,1.128580802270920140e+04
5.199999999997339728e+01,1.329183091204411357e+04
5.207142857140193115e+01,1.223671960231414960e+04
5.214285714283046502e+01,7.106363613028302098e+03
5.221428571425899889e+01,1.717585146763760349e+04
5.228571428568753277e+01,9.946743037053642183e+03
5.235714285711607374e+01,1.151923964953288123e+04
5.242857142854460761e+01,4.409740063251601896e+03
5.249999999997314148e+01,8.401788792936504251e+03
5.257142857140167536e+01,1.075775887021140443e+04
5.264285714283020923e+01,1.106814095474459646e+04
5.271428571425874310e+01,1.137980477204152703e+04
5.278571428568727697e+01,1.228803815813354777e+04
5.285714285711581795e+01,1.537664752264116032e+04
5.292857142854435182e+01,8.718243433916788490e+03
5.299999999997288569e+01,1.414676476548405662e+04
5.307142857140141956e+01,7.161080599082984008e+03
5.314285714282995343e+01,6.179947199199236820e+03
5.321428571425848730e+01,4.186130521337491700e+03
5.328571428568702117e+01,7.420554572824628849e+03
5.335714285711556215e+01,5.674308939380069205e+03
5.342857142854409602e+01,1.213016035023213044e+04
5.349999999997262989e+01,2.400058183585292227e+03
5.357142857140116377e+01,7.915215548212278918e+03
5.364285714282969764e+01,1.031383793934679488e+04
5.371428571425823151e+01,1.430633397794170742e+04
5.378571428568676538e+01,6.468788547225291040e+03
5.385714285711530636e+01,4.717518572533482256e+03
5.392857142854384023e+01,1.010398910468782378e+04
5.399999999997237410e+01,7.567299860823665767e+03
5.407142857140090797e+01,3.175915177676964504e+03
5.414285714282944184e+01,9.092257305687640837e+03
5.421428571425797571e+01,5.283833673295947847e+03
5.428571428568650958e+01,1.362435272973629435e+04
5.435714285711505056e+01,1.445853432583675021e+04
5.442857142854358443e+01,1.632570016094109815e+04
5.449999999997211830e+01,1.080095979303884997e+04
5.457142857140065217e+01,1.385376000935155753e+04
5.464285714282918605e+01,3.850659494757609536e+03
5.471428571425771992e+01,1.153612980625954333e+04
5.478571428568625379e+01,6.487971145719085143e+03
5.485714285711479477e+01,1.714701872816197283e+04
5.492857142854332864e+01,8.412810092733168858e+03
5.499999999997186251e+01,1.926619584459035468e+04
5.507142857140039638e+01,7.036978753474557379e+03
5.514285714282893025e+01,7.365830283762750696e+03
5.521428571425746412e+01,4.830564529160710663e+03
5.528571428568599799e+01,9.510989404460615333e+03
5.535714285711453186e+01,5.950808682558077635e+03
5.542857142854307284e+01,5.861215687353992507e+03
5.549999999997160671e+01,2.246347819632797473e+04
5.557142857140014058e+01,6.692230364288402598e+03
5.564285714282867445e+01,1.168520093345106943e+04
5.571428571425720833e+01,8.107641070247816060e+03
5.578571428568574220e+01,1.577447927695875296e+04
5.585714285711427607e+01,1.357714003883918849e+04
5.592857142854281705e+01,7.203435985272260041e+03
5.599999999997135092e+01,4.715426579010899331e+03
5.607142857139988479e+01,7.160328059260385089e+03
5.614285714282841866e+01,1.751601944482655745e+04
5.621428571425695253e+01,1.528963081150868675e+04
5.628571428568548640e+01,2.230019956829890361e+04
5.635714285711402027e+01,5.664268841525928110e+03
5.642857142854256125e+01,9.953050108571467717e+03
5.649999999997109512e+01,1.231311523172380657e+04
5.657142857139962899e+01,4.841652120827663566e+03
5.664285714282816286e+01,2.013115381005673407e+04
5.671428571425669674e+01,5.928981292767613922e+03
5.678571428568523061e+01,2.979948653909259065e+03
5.685714285711376448e+01,3.015208523438856446e+03
5.692857142854230545e+01,1.117156625717202587e+04
5.699999999997083933e+01,8.470581789324231067e+03
5.707142857139937320e+01,6.957165692003471122e+03
5.714285714282790707e+01,4.251666140596278638e+03
5.721428571425644094e+01,4.640601710563096276e+03
5.728571428568497481e+01,1.375057196780395498e+04
5.735714285711350868e+01,6.138408655275555247e+03
5.742857142854204966e+01,1.524002402791452732e+04
5.749999999997058353e+01,7.514996113118028916e+03
5.757142857139911740e+01,6.168863770520880280e+03
5.764285714282765127e+01,1.328215873304139495e+04
5.771428571425618514e+01,4.979216764508793858e+03
5.778571428568471902e+01,3.441356877802260897e+03
5.785714285711325289e+01,4.393459572350089729e+03
5.792857142854179386e+01,9.315074887372607918e+03
5.799999999997032774e+01,4.409267952977856112e+03
5.807142857139886161e+01,5.426524698561104742e+03
5.814285714282739548e+01,4.758952307282016591e+03
5.821428571425592935e+01,5.916343867550729556e+03
5.828571428568446322e+01,4.600608238612650894e+03
5.835714285711299709e+01,1.306523486454447084e+04
5.842857142854153807e+01,1.258932208546629408e+04
5.849999999997007194e+01,1.421075419086460533e+04
5.857142857139860581e+01,8.810393444069544785e+03
5.864285714282713968e+01,5.008786050500800229e+03
5.871428571425567355e+01,7.022384649141538830e+03
5.878571428568420743e+01,1.871117535642160510e+04
5.885714285711274130e+01,7.014510727503166891e+03
5.892857142854128227e+01,1.540642308876723291e+04
5.899999999996981614e+01,4.521739813064838927e+03
5.907142857139835002e+01,3.591316746661588240e+03
5.914285714282688389e+01,2.589871904954698039e+03
5.921428571425541776e+01,6.045652030446832214e+03
5.928571428568395163e+01,1.275617161369967471e+04
5.935714285711248550e+01,1.740245770571064349e+04
5.942857142854102648e+01,5.281045930983106700e+03
5.949999999996956035e+01,1.300257336680735898e+04
5.957142857139809422e+01,6.687412085142206706e+03
5.964285714282662809e+01,8.204360763225327901e+03
5.971428571425516196e+01,8.983399337204009498e+03
5.978571428568369583e+01,9.506154364898429776e+03
5.985714285711222971e+01,1.463321591307820199e+04
5.992857142854077068e+01,9.268009936078280589e+03
5.999999999996930455e+01,4.578474230280909978e+03
6.007142857139783843e+01,1.146717011994378299e+04
6.014285714282637230e+01,1.092183544466253625e+04
6.021428571425490617e+01,1.088349413428156549e+04
6.028571428568344004e+01,8.147467123999497744e+03
6.035714285711197391e+01,1.039323592077897410e+04
6.042857142854051489e+01,3.762350979040528273e+03
6.049999999996904876e+01,4.366546443722265394e+03
6.057142857139758263e+01,3.493082706210568176e+03
6.064285714282611650e+01,4.620603178918814592e+03
6.071428571425465037e+01,9.450734698947228026e+03
6.078571428568318424e+01,9.565256986765289184e+03
6.085714285711171811e+01,1.231291533321669885e+04
6.092857142854025909e+01,2.705334592586935742e+03
6.099999999996879296e+01,7.887985400587156619e+03
6.107142857139732683e+01,4.088271510231164029e+03
6.114285714282586071e+01,9.863916653020018202e+03
6.121428571425439458e+01,5.144345821304752462e+03
6.128571428568292845e+01,8.796525357227224958e+03
6.135714285711146232e+01,6.551253765114787711e+03
6.142857142854000330e+01,6.728732365677038615e+03
6.149999999996853717e+01,6.909655353231607478e+03
6.157142857139707104e+01,5.675893123933810784e+03
6.164285714282560491e+01,1.251280349603563627e+04
6.171428571425413878e+01,1.193403033289321684e+04
6.178571428568267265e+01,7.254399837973362082e+03
6.185714285711120652e+01,1.032293005198463288e+04
6.192857142853974750e+01,6.856210481118119787e+03
6.199999999996828137e+01,4.596110026593360089e+03
6.207142857139681524e+01,1.200096062478674139e+04
6.214285714282534911e+01,3.345636625867783096e+03
6.221428571425388299e+01,6.902555184133071634e+03
6.228571428568241686e+01,1.385539208328076711e+04
6.235714285711095073e+01,6.182457080154475989e+03
6.242857142853949171e+01,7.314970839449715641e+03
6.249999999996802558e+01,8.143413966733895904e+03
6.257142857139655945e+01,6.497268056853625239e+03
6.264285714282509332e+01,1.563440162029464045e+04
6.271428571425362719e+01,1.262256118662934205e+04
6.278571428568216106e+01,5.899299637899563095e+03
6.285714285711069493e+01,9.161017705715614284e+03
6.292857142853923591e+01,7.885644765910199567e+03
6.299999999996776978e+01,9.815838685003509454e+03
6.307142857139630365e+01,7.214469332467190725e+03
6.314285714282483752e+01,1.171791015532809797e+04
6.321428571425337140e+01,9.315634608359097911e+03
6.328571428568190527e+01,6.075403188131018396e+03
6.335714285711043914e+01,8.229770497215384239e+03
6.342857142853898011e+01,1.052602890316750927e+04
6.349999999996751399e+01,1.022887842547076434e+04
6.357142857139604786e+01,1.432077487139030563e+04
6.364285714282458173e+01,1.124275683327694060e+04
6.371428571425311560e+01,8.572981541552209819e+03
6.378571428568164947e+01,1.700255600861566199e+04
6.385714285711018334e+01,3.139166240567260957e+03
6.392857142853872432e+01,3.860995371326991972e+03
6.399999999996725819e+01,1.132162320590273339e+04
6.407142857139578496e+01,1.639444369517661835e+04
6.414285714282432593e+01,7.113703988622553879e+03
6.421428571425286691e+01,1.793197535535104180e+04
6.428571428568139368e+01,3.019240020730018387e+03
6.435714285710993465e+01,7.046608096779095831e+03
6.442857142853846142e+01,7.549896660508783498e+03
6.449999999996700240e+01,6.972915487592231329e+03
6.457142857139552916e+01,6.698991936211433313e+03
6.464285714282407014e+01,5.368575478991530872e+03
6.471428571425261111e+01,3.127318873040527251e+03
6.478571428568113788e+01,3.500386203124588519e+03
6.485714285710967886e+01,5.819518460830931872e+03
6.492857142853820562e+01,7.418455332983161497e+03
6.499999999996674660e+01,6.926375461313898995e+03
6.507142857139527337e+01,4.626135463882181284e+03
6.514285714282381434e+01,2.360986444868541184e+03
6.521428571425235532e+01,3.331151986092828338e+03
6.528571428568088209e+01,3.029145650986587043e+03
6.535714285710942306e+01,2.733780382074457066e+03
6.542857142853794983e+01,7.827285633380766740e+03
6.549999999996649080e+01,7.915611483003413923e+03
6.557142857139501757e+01,7.614941498936186690e+03
6.564285714282355855e+01,7.596991635434750606e+03
6.571428571425209952e+01,6.228434752662532446e+03
6.578571428568062629e+01,3.875251962376440588e+03
6.585714285710916727e+01,3.765406921833052820e+03
6.592857142853769403e+01,7.539455222317666085e+03
6.599999999996623501e+01,6.723848681068651786e+03
6.607142857139476178e+01,2.352186365036184725e+03
6.614285714282330275e+01,6.533140829461295652e+03
6.621428571425184373e+01,6.583344241843684358e+03
6.628571428568037049e+01,9.797467983483653370e+03
6.635714285710891147e+01,5.915467656510241795e+03
6.642857142853743824e+01,5.298524678295947524e+03
6.649999999996597921e+01,8.067188916946379322e+03
6.657142857139450598e+01,7.968202694476172837e+03
6.664285714282304696e+01,3.315950836337834971e+03
6.671428571425158793e+01,3.689682010546586298e+03
6.678571428568011470e+01,8.176085652943224886e+03
6.685714285710865568e+01,1.060394749983849943e+04
6.692857142853718244e+01,8.333317270922178068e+03
6.699999999996572342e+01,6.778263395946569290e+03
6.707142857139425018e+01,1.099723000594426048e+04
6.714285714282279116e+01,3.935449077406176912e+03
6.721428571425133214e+01,1.999647910767014992e+03
6.728571428567985890e+01,2.919175525799957541e+03
6.735714285710839988e+01,6.300988754172113659e+03
6.742857142853692665e+01,7.676218339878445477e+03
6.749999999996546762e+01,6.300432838883208206e+03
6.757142857139399439e+01,6.813207924576593541e+03
6.764285714282253537e+01,6.679844632889855347e+03
6.771428571425107634e+01,9.131411129591044300e+03
6.778571428567960311e+01,4.005537559592609341e+03
6.785714285710814409e+01,9.225519327680494825e+03
6.792857142853667085e+01,4.631554932708436354e+03
6.799999999996521183e+01,7.795506758621462723e+03
6.807142857139373859e+01,5.475272963191167946e+03
6.814285714282227957e+01,8.678813860455369650e+03
6.821428571425082055e+01,7.172419415898516490e+03
6.828571428567934731e+01,6.232372987854080748e+03
6.835714285710788829e+01,8.901555875055302749e+03
6.842857142853641506e+01,9.339914550125227834e+03
6.849999999996495603e+01,2.618721852672182195e+03
6.857142857139348280e+01,3.251528095608702188e+03
6.864285714282202377e+01,1.885107596530506498e+03
6.871428571425056475e+01,6.844034972128037225e+03
6.878571428567909152e+01,6.098908529752306094e+03
6.885714285710763249e+01,7.966616129724343409e+03
6.892857142853615926e+01,8.687678254220723829e+03
6.899999999996470024e+01,8.132415118228892425e+03
6.907142857139322700e+01,9.604910181247669243e+03
6.914285714282176798e+01,5.137420514988719333e+03
6.921428571425030896e+01,4.490011818533143924e+03
6.928571428567883572e+01,6.282480434108159898e+03
6.935714285710737670e+01,3.913483832938301930e+03
6.942857142853590346e+01,2.591321188578061992e+03
6.949999999996444444e+01,4.857546046949508309e+03
6.957142857139297121e+01,6.003339095360829560e+03
6.964285714282151218e+01,5.500163958940256634e+03
6.971428571425005316e+01,4.201772718417559190e+03
6.978571428567857993e+01,5.923905364212849236e+03
6.985714285710712090e+01,3.777759931141945344e+03
6.992857142853564767e+01,8.358944397083554577e+03
6.999999999996418865e+01,1.413848052408931835e+03
7.007142857139271541e+01,7.678234083838622610e+03
7.014285714282125639e+01,5.876106643721261207e+03
7.021428571424979737e+01,8.720936384146059936e+03
7.028571428567832413e+01,6.614625908158511265e+03
7.035714285710686511e+01,1.178607434088999253e+04
7.042857142853539187e+01,3.186402974422495845e+03
7.049999999996393285e+01,1.105285442327302553e+04
7.057142857139245962e+01,3.749216745710505165e+03
7.064285714282100059e+01,6.556616501763694941e+03
7.071428571424954157e+01,5.849028235055248842e+03
7.078571428567806834e+01,7.849999720489812717e+03
7.085714285710660931e+01,3.578587676497802931e+03
7.092857142853513608e+01,6.154538653898137454e+03
7.099999999996367706e+01,8.414736723987347432e+03
7.107142857139220382e+01,3.481918714583974179e+03
7.114285714282074480e+01,7.715716748282143271e+03
7.121428571424928577e+01,3.684740455546199428e+03
7.128571428567781254e+01,2.327541824305862974e+03
7.135714285710635352e+01,3.251143456342725585e+03
7.142857142853488028e+01,5.804415255539337522e+03
7.149999999996342126e+01,4.864885694963431888e+03
7.157142857139194803e+01,7.372480744261239124e+03
7.164285714282048900e+01,9.417630215418907028e+03
7.171428571424902998e+01,1.092561324463506753e+04
7.178571428567755675e+01,7.859525919905157025e+03
7.185714285710609772e+01,4.514413984047503618e+03
7.192857142853462449e+01,5.320665690861500480e+03
7.199999999996316546e+01,6.230330347648154202e+03
7.207142857139169223e+01,5.255597026969420767e+03
7.214285714282023321e+01,3.325070184475118822e+03
7.221428571424877418e+01,2.074492608342962740e+03
7.228571428567730095e+01,6.130926114350425451e+03
7.235714285710584193e+01,8.936700753744593385e+03
7.242857142853436869e+01,6.758510131623332200e+03
7.249999999996290967e+01,2.322386519980354024e+03
7.257142857139143644e+01,5.217578247128440125e+03
7.264285714281997741e+01,5.541443528319807228e+03
7.271428571424851839e+01,1.920117106298711178e+03
7.278571428567704515e+01,2.503915783607605135e+03
7.285714285710558613e+01,8.630874313860980692e+03
7.292857142853411290e+01,1.008162489142455888e+04
7.299999999996265387e+01,8.086679269811138511e+03
7.307142857139118064e+01,1.029214105518026372e+04
7.314285714281972162e+01,3.399464643602248088e+03
7.321428571424826259e+01,1.939228192476125741e+03
7.328571428567678936e+01,4.815837620164664258e+03
7.335714285710533034e+01,6.629784890283519417e+03
7.342857142853385710e+01,6.182480994148189893e+03
7.349999999996239808e+01,7.444986345777429960e+03
7.357142857139092484e+01,7.520179820232179736e+03
7.364285714281946582e+01,5.330800188583263662e+03
7.371428571424800680e+01,1.061203550363708018e+04
7.378571428567653356e+01,6.672706981082525090e+03
7.385714285710507454e+01,7.458846727374763759e+03
7.392857142853360131e+01,2.405843763471279090e+03
7.399999999996214228e+01,5.627186708781960988e+03
7.407142857139066905e+01,2.427977731266160390e+03
7.414285714281921003e+01,4.739308615129922146e+03
7.421428571424775100e+01,7.304571169805760292e+03
7.428571428567627777e+01,5.061766102258917272e+03
7.435714285710481875e+01,3.721689107201921615e+03
7.442857142853334551e+01,8.368855905277425336e+03
7.449999999996188649e+01,5.265196311718655124e+03
7.457142857139041325e+01,4.850634316910132839e+03
7.464285714281895423e+01,2.941545939371813802e+03
7.471428571424749521e+01,7.049460502350494608e+03
7.478571428567602197e+01,5.083543057910214884e+03
7.485714285710456295e+01,6.970831823094716128e+03
7.492857142853308972e+01,7.522459297912137117e+03
7.499999999996163069e+01,5.896574217571917870e+03
7.507142857139015746e+01,3.444939584571451178e+03
7.514285714281869843e+01,3.510665563974161614e+03
7.521428571424723941e+01,4.983763743927748692e+03
7.528571428567576618e+01,3.257069928745541347e+03
7.535714285710430715e+01,4.531300835297412050e+03
7.542857142853283392e+01,7.437838164581564342e+03
7.549999999996137490e+01,5.304030335943712089e+03
7.557142857138990166e+01,4.062846486594202815e+03
7.564285714281844264e+01,4.596870916947826117e+03
7.571428571424698362e+01,5.470105702024342463e+03
7.578571428567551038e+01,4.816024147344912308e+03
7.585714285710405136e+01,4.489488185467393123e+03
7.592857142853257812e+01,4.632774976151624287e+03
7.599999999996111910e+01,9.248182492254960380e+03
7.607142857138964587e+01,2.481356170635592662e+03
7.614285714281818684e+01,4.565891180806649572e+03
7.621428571424672782e+01,3.660630020767120641e+03
7.628571428567525459e+01,3.803396956533590583e+03
7.635714285710379556e+01,5.409919458179275352e+03
7.642857142853232233e+01,4.143778243785193808e+03
7.649999999996086331e+01,5.531510259148396472e+03
7.657142857138939007e+01,2.263733745631096099e+03
7.664285714281793105e+01,5.487738934509702631e+03
7.671428571424647203e+01,3.543256499247006559e+03
7.678571428567499879e+01,5.492673548615251093e+03
7.685714285710353977e+01,5.085367000935146280e+03
7.692857142853206653e+01,3.239967208462548115e+03
7.699999999996060751e+01,3.979801448856916068e+03
7.707142857138913428e+01,4.662099056393884894e+03
7.714285714281767525e+01,8.030712078584675510e+03
7.721428571424621623e+01,3.560970418285706273e+03
7.728571428567474300e+01,3.617901925426393063e+03
7.735714285710328397e+01,4.886548303517223758e+03
7.742857142853181074e+01,6.142453812262247993e+03
7.749999999996035172e+01,4.926783470372116426e+03
7.757142857138887848e+01,4.797852066509820361e+03
7.764285714281741946e+01,5.833151101447980182e+03
7.771428571424596043e+01,3.655208857556602652e+03
7.778571428567448720e+01,3.752686958194097315e+03
7.785714285710302818e+01,3.856946033174237527e+03
7.792857142853155494e+01,9.459824596160180590e+03
7.799999999996009592e+01,1.266821306458415847e+03
7.807142857138862269e+01,5.472788541758823158e+03
7.814285714281716366e+01,6.591375432171001194e+03
7.821428571424570464e+01,6.994849697168969215e+03
7.828571428567423141e+01,4.313031826209931751e+03
7.835714285710277238e+01,7.725075087123706908e+03
7.842857142853129915e+01,6.004142698002717225e+03
7.849999999995984012e+01,5.369128231612744457e+03
7.857142857138836689e+01,8.606400468861793343e+03
7.864285714281690787e+01,5.445710711279372845e+03
7.871428571424544884e+01,5.331577834386825089e+03
7.878571428567397561e+01,3.547662737039588137e+03
7.885714285710251659e+01,4.760012671393636083e+03
7.892857142853104335e+01,3.356691752160100805e+03
7.899999999995958433e+01,5.519382386465029413e+03
7.907142857138811110e+01,3.197338128544013671e+03
7.914285714281665207e+01,5.369943656593764899e+03
7.921428571424519305e+01,3.459947161504638643e+03
7.928571428567371981e+01,2.345961568269843156e+03
7.935714285710226079e+01,5.595084984711449579e+03
7.942857142853078756e+01,3.014665128434649887e+03
7.949999999995932853e+01,5.170727573787037727e+03
7.957142857138785530e+01,6.027283071172500058e+03
7.964285714281639628e+01,6.028790438761096993e+03
7.971428571424493725e+01,3.656461077308375479e+03
7.978571428567346402e+01,5.044181101028718331e+03
7.985714285710200500e+01,5.202491035895706773e+03
7.992857142853053176e+01,6.577922490225307229e+03
7.999999999995907274e+01,3.559424163373637839e+03
8.007142857138759950e+01,7.717180119146501056e+03
8.014285714281614048e+01,5.213450831221497538e+03
8.021428571424468146e+01,7.048665525572853767e+03
8.028571428567320822e+01,4.765910200328287829e+03
8.035714285710174920e+01,3.754658056167579616e+03
8.042857142853027597e+01,6.883221719407127239e+03
8.049999999995881694e+01,5.225906144091172791e+03
8.057142857138734371e+01,5.721907750750165178e+03
8.064285714281588469e+01,5.131447404911667945e+03
8.071428571424442566e+01,7.191331036187236350e+03
8.078571428567295243e+01,3.552718411830178411e+03
8.085714285710149341e+01,6.092449206393300301e+03
8.092857142853002017e+01,9.101990838123656431e+03
8.099999999995856115e+01,6.077166949894794925e+03
8.107142857138708791e+01,5.546451522149609445e+03
8.114285714281562889e+01,4.754730432731506880e+03
8.121428571424416987e+01,5.155111702146124117e+03
8.128571428567269663e+01,2.730797619355373172e+03
8.135714285710123761e+01,4.441283797641573983e+03
8.142857142852976438e+01,3.987086125867046121e+03
8.149999999995830535e+01,7.799909669021496484e+03
8.157142857138683212e+01,4.645240741228985826e+03
8.164285714281537309e+01,4.368745265331093833e+03
8.171428571424391407e+01,5.181566742134379638e+03
8.178571428567244084e+01,9.401391095661832878e+03
8.185714285710098181e+01,2.352173711316534536e+03
8.192857142852950858e+01,5.910885800123360241e+03
8.199999999995804956e+01,7.419390497081360991e+03
8.207142857138657632e+01,5.570745803399369834e+03
8.214285714281511730e+01,6.752979441636089177e+03
8.221428571424365828e+01,3.620964188514528360e+03
8.228571428567218504e+01,5.618284360199775620e+03
8.235714285710072602e+01,8.184372698425118870e+03
8.242857142852925278e+01,5.146609319887784295e+03
8.249999999995779376e+01,5.434368434059107130e+03
8.257142857138632053e+01,6.672559491773507943e+03
8.264285714281486150e+01,3.622569326409654423e+03
8.271428571424340248e+01,3.280253190310720129e+03
8.278571428567192925e+01,4.155654491280626644e+03
8.285714285710047022e+01,6.581401111339127965e+03
8.292857142852899699e+01,6.787996448535317541e+03
8.299999999995753797e+01,3.563548964875864840e+03
8.307142857138606473e+01,2.635273006032682133e+03
